"id","summary_id","participant_key","participant_label","participant_kind","opponent_key","won","side","opponent_side","matchup","total_force_spent","total_force_regen","ending_force","ending_hp","ending_armor","low_force_windows","grip_cripple_events","saber_throw_punishes","knockdown_events","late_defense_spends","opening_tactic","primary_issue","spent_neutral","spent_advantage","spent_disadvantage","spent_panic","spent_finishing","force_push","force_pull","force_grip","force_drain","force_rage","force_absorb","force_protect","force_heal","force_speed","force_seeing","force_unknown"
"235","118","iphash:7d6be969","^0ff^7'^0Gòónat¡Ç","2","user:void","1","2","2","3","1002","914","12","74","0","24","0","6","3","0","seeing","low_force","141","48","118","245","450","0","0","0","0","0","0","0","0","0","1002","0"
"236","118","user:void","void","1","iphash:7d6be969","0","2","2","3","820","803","100","-13","0","50","0","7","5","0","unknown","low_force","41","0","230","441","108","0","0","0","0","0","0","0","0","0","820","0"
"237","119","iphash:c7c8a416","^0FF^4'^0Prinky","2","user:socrates","1","2","2","3","286","282","96","74","100","3","2","0","0","0","seeing","low_force","159","47","46","34","0","0","0","0","0","0","0","0","0","0","286","0"
"238","119","user:socrates","socrates","1","iphash:c7c8a416","0","2","2","3","271","271","100","-39","0","2","0","4","1","0","seeing","low_force","0","0","242","24","5","0","0","0","0","0","0","0","0","0","271","0"
"239","120","iphash:7d6be969","^0ff^7'^0Gòónat¡Ç","2","user:void","1","2","2","3","192","107","15","80","9","5","0","4","0","0","seeing","low_force","20","0","130","42","0","0","0","0","0","0","0","0","0","0","192","0"
"240","120","user:void","void","1","iphash:7d6be969","0","2","2","3","125","116","100","-14","0","0","0","7","1","0","unknown","saber_throw","0","0","86","19","20","0","0","0","0","0","0","0","0","0","125","0"
"241","121","iphash:c7c8a416","^0FF^4'^0Prinky","2","user:socrates","1","2","2","3","697","612","15","50","69","34","2","3","0","0","seeing","low_force","220","20","60","297","100","0","0","0","0","0","0","0","0","0","697","0"
"242","121","user:socrates","socrates","1","iphash:c7c8a416","0","2","2","3","668","668","100","-19","0","27","0","13","3","0","seeing","low_force","0","0","277","267","124","0","0","0","0","0","0","0","0","0","668","0"
"243","122","user:void","void","1","iphash:7d6be969","1","2","2","3","844","785","35","78","0","37","1","4","3","0","seeing","low_force","249","40","215","249","91","0","0","0","0","0","0","0","0","0","844","0"
"244","122","iphash:7d6be969","^0ff^7'^0Gòónat¡Ç","2","user:void","0","2","2","3","817","817","100","-1","0","20","0","7","1","0","seeing","low_force","181","0","358","91","187","0","0","0","0","0","0","0","0","0","817","0"
"245","123","iphash:7d6be969","^0ff^7'^0Gòónat¡Ç","2","user:void","1","2","2","3","608","545","37","100","10","7","2","5","1","0","seeing","low_force","73","6","202","79","248","0","0","0","0","0","0","0","0","0","608","0"
"246","123","user:void","void","1","iphash:7d6be969","0","2","2","3","527","521","100","-7","0","33","1","4","0","0","seeing","low_force","166","19","150","162","30","0","0","0","0","0","0","0","0","0","527","0"
"247","124","user:void","void","1","iphash:7d6be969","1","2","2","3","734","645","11","46","63","32","1","2","0","0","seeing","low_force","64","5","336","252","77","0","0","0","0","0","0","0","0","0","734","0"
"248","124","iphash:7d6be969","^0ff^7'^0Gòónat¡Ç","2","user:void","0","2","2","3","717","707","100","-21","0","19","0","10","1","0","seeing","low_force","24","0","233","270","190","0","0","0","0","0","0","0","0","0","717","0"
"249","125","iphash:c7c8a416","^0FF^4'^0Prinky","2","user:socrates","1","2","2","3","1438","1422","78","32","0","60","2","6","5","0","seeing","low_force","210","32","470","337","389","0","0","0","0","0","0","0","0","0","1438","0"
"250","125","user:socrates","socrates","1","iphash:c7c8a416","0","2","2","3","1511","1490","100","-14","0","83","2","4","5","0","seeing","low_force","171","0","577","512","251","0","0","0","0","0","0","0","0","0","1511","0"
"251","126","user:void","void","1","iphash:7d6be969","1","2","2","3","2120","2039","13","29","0","121","4","4","3","0","seeing","low_force","307","0","701","1043","69","0","0","0","0","0","0","0","0","0","2120","0"
"252","126","iphash:7d6be969","^0ff^7'^0Gòónat¡Ç","2","user:void","0","2","2","3","2245","2183","100","-2","0","39","0","15","6","0","seeing","low_force","278","5","564","463","935","0","0","0","0","0","0","0","0","0","2245","0"
"253","127","user:socrates","socrates","1","iphash:c7c8a416","1","2","2","3","2433","2338","0","34","0","119","6","5","8","0","seeing","low_force","464","70","828","729","342","0","0","0","0","0","0","0","0","0","2433","0"
"254","127","iphash:c7c8a416","^0FF^4'^0Prinky","2","user:socrates","0","2","2","3","2172","2082","100","-6","0","78","11","4","3","0","seeing","low_force","448","0","623","513","588","0","0","0","0","0","0","0","0","0","2172","0"
"255","128","user:socrates","socrates","1","iphash:c7c8a416","1","2","2","3","462","363","1","58","35","17","1","6","1","0","seeing","low_force","112","0","149","197","4","0","0","0","0","0","0","0","0","0","462","0"
"256","128","iphash:c7c8a416","^0FF^4'^0Prinky","2","user:socrates","0","2","2","3","360","355","100","-27","0","2","0","9","1","0","seeing","low_force","0","0","220","10","130","0","0","0","0","0","0","0","0","0","360","0"
"257","129","user:socrates","socrates","1","iphash:c7c8a416","1","2","2","3","1067","968","0","73","0","36","2","8","2","0","seeing","low_force","36","0","697","311","23","0","0","0","0","0","0","0","0","0","1067","0"
"258","129","iphash:c7c8a416","^0FF^4'^0Prinky","2","user:socrates","0","2","2","3","841","826","100","-10","0","11","2","8","1","0","seeing","low_force","321","183","124","98","115","0","0","0","0","0","0","0","0","0","841","0"
"259","130","iphash:7d6be969","^0ff^7'^0Gòónat¡Ç","2","user:void","1","2","2","3","2950","2880","30","100","0","109","1","11","5","0","seeing","low_force","436","109","498","1115","792","0","0","0","0","0","0","0","0","0","2950","0"
"260","130","user:void","void","1","iphash:7d6be969","0","2","2","3","2919","2919","100","-2","0","128","1","11","4","0","seeing","low_force","436","71","636","1070","706","0","0","0","0","0","0","0","0","0","2919","0"
"261","131","user:socrates","socrates","1","iphash:c7c8a416","1","2","2","3","287","189","2","20","38","15","0","5","0","0","seeing","low_force","79","0","72","136","0","0","0","0","0","0","0","0","0","0","287","0"
"262","131","iphash:c7c8a416","^0FF^4'^0Prinky","2","user:socrates","0","2","2","3","258","189","100","-6","0","2","0","9","1","0","unknown","low_force","6","0","86","102","64","0","0","0","0","0","0","0","0","0","258","0"
"263","132","iphash:c7c8a416","^0FF^4'^0Prinky","2","user:socrates","1","2","2","3","1745","1678","33","50","0","36","2","11","7","0","seeing","low_force","360","40","344","299","702","0","0","0","0","0","0","0","0","0","1745","0"
"264","132","user:socrates","socrates","1","iphash:c7c8a416","0","2","2","3","1881","1830","100","-4","0","116","4","3","2","0","seeing","low_force","321","17","498","943","102","0","0","0","0","0","0","0","0","0","1881","0"
"265","133","user:socrates","socrates","1","iphash:c7c8a416","1","2","2","3","746","647","0","50","66","47","1","6","3","0","seeing","low_force","21","0","197","455","73","0","0","0","0","0","0","0","0","0","746","0"
"266","133","iphash:c7c8a416","^0FF^4'^0Prinky","2","user:socrates","0","2","2","3","890","790","100","-10","0","19","1","9","1","0","seeing","low_force","130","5","104","186","465","0","0","0","0","0","0","0","0","0","890","0"
"267","134","user:socrates","socrates","1","iphash:c7c8a416","1","2","2","3","1047","947","0","12","0","50","0","13","0","0","seeing","low_force","49","0","412","492","94","0","0","0","0","0","0","0","0","0","1047","0"
"268","134","iphash:c7c8a416","^0FF^4'^0Prinky","2","user:socrates","0","2","2","3","817","817","100","-12","37","28","0","4","1","0","seeing","low_force","196","87","65","289","180","0","0","0","0","0","0","0","0","0","817","0"
"269","135","user:socrates","socrates","1","iphash:c7c8a416","1","2","2","3","873","773","0","90","0","40","1","3","2","0","seeing","low_force","44","0","486","323","20","0","0","0","0","0","0","0","0","0","873","0"
"270","135","iphash:c7c8a416","^0FF^4'^0Prinky","2","user:socrates","0","2","2","3","654","654","100","-3","0","2","2","7","0","0","seeing","low_force","146","4","191","186","127","0","0","0","0","0","0","0","0","0","654","0"
"271","136","iphash:c7c8a416","^0FF^4'^0Prinky","2","user:socrates","1","2","2","3","585","523","32","60","28","9","0","2","1","0","seeing","low_force","254","25","81","57","168","0","0","0","0","0","0","0","0","0","585","0"
"272","136","user:socrates","socrates","1","iphash:c7c8a416","0","2","2","3","593","511","100","0","0","25","0","9","1","0","seeing","low_force","5","0","301","273","14","0","0","0","0","0","0","0","0","0","593","0"
"273","137","iphash:4a47a0f7","^1Darth ^7Pogrates","2","iphash:fa31973a","1","2","2","3","271","171","0","60","39","20","0","3","0","0","seeing","low_force","46","20","30","175","0","0","0","0","0","0","0","0","0","0","271","0"
"274","137","iphash:fa31973a","^0-=^3'/^7o^3!^0d^0=-^6","2","iphash:4a47a0f7","0","2","2","3","310","234","100","-2","0","5","0","7","0","0","seeing","low_force","0","0","84","56","170","0","0","0","0","0","0","0","0","0","310","0"
"275","138","iphash:7d6be969","^0ff^7'^0Gòónat¡Ç","2","iphash:fa31973a","1","2","2","3","0","0","100","40","0","0","0","0","0","0","","linear_entries","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"276","138","iphash:fa31973a","^0-=^3'/^7o^3!^0d^0=-^6","2","iphash:7d6be969","0","2","2","3","8","8","100","-10","0","0","0","0","0","0","seeing","linear_entries","8","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0"
"277","139","bot:/botfiles/gran.jkb","Gran","0","bot:/botfiles/chiss.jkb","1","1","2","2","381","294","13","100","100","61","0","0","0","8","heal","low_force","0","0","112","179","90","0","20","0","0","0","36","22","233","70","0","0"
"278","139","bot:/botfiles/chiss.jkb","Chiss","0","bot:/botfiles/gran.jkb","0","2","1","2","771","771","100","-19","64","0","0","4","0","0","grip","low_force","5","0","79","277","410","152","509","5","55","50","0","0","0","0","0","0"
"279","140","iphash:7d6be969","^0ff^7'^0Gòónat¡Ç","2","iphash:fa31973a","1","2","2","3","539","490","45","78","0","10","0","8","2","0","unknown","low_force","26","12","135","74","292","0","0","0","0","0","0","0","0","0","539","0"
"280","140","iphash:fa31973a","^0-=^3'/^7o^3!^0d^0=-^6","2","iphash:7d6be969","0","2","2","3","642","557","100","-5","0","19","2","3","2","0","seeing","low_force","170","0","195","214","63","0","0","0","0","0","0","0","0","0","642","0"
"281","141","user:socrates","socrates","1","iphash:c984b5ee","1","2","1","2","616","576","60","100","87","13","0","0","0","0","seeing","low_force","151","99","120","47","199","0","0","0","0","0","0","0","0","0","616","0"
"282","141","iphash:c984b5ee","^8Qui^0-^2Gon","2","user:socrates","0","1","2","2","319","309","100","-3","0","42","2","3","2","98","unknown","low_force","0","0","169","150","0","36","52","0","0","0","9","176","44","2","0","0"
"283","142","iphash:fa31973a","^0-=^3'/^7o^3!^0d^0=-^6","2","iphash:7d6be969","1","2","2","3","1958","1858","0","60","0","118","1","6","3","0","unknown","low_force","188","14","542","934","280","0","0","0","0","0","0","0","0","0","1958","0"
"284","142","iphash:7d6be969","^0ff^7'^0Gòónat¡Ç","2","iphash:fa31973a","0","2","2","3","1981","1917","100","-17","0","86","0","18","5","0","seeing","low_force","205","50","314","881","531","0","0","0","0","0","0","0","0","0","1981","0"
"285","143","bot:/botfiles/gran.jkb","Gran","0","bot:/botfiles/chiss.jkb","1","1","2","2","545","445","0","100","40","42","0","2","1","5","push","low_force","85","6","155","261","38","19","118","0","0","0","54","11","221","122","0","0"
"286","143","bot:/botfiles/chiss.jkb","Chiss","0","bot:/botfiles/gran.jkb","0","2","1","2","459","459","100","-23","0","1","0","3","0","0","push","low_force","5","0","258","20","176","25","179","80","155","0","0","0","0","0","20","0"
"287","144","iphash:7d6be969","^0ff^7'^0Gòónat¡Ç","2","iphash:fa31973a","1","2","2","3","777","716","39","96","59","25","0","0","0","0","seeing","low_force","143","68","238","136","192","0","0","0","0","0","0","0","0","0","777","0"
"288","144","iphash:fa31973a","^0-=^3'/^7o^3!^0d^0=-^6","2","iphash:7d6be969","0","2","2","3","685","670","100","-36","0","9","2","5","3","0","unknown","low_force","0","0","315","317","53","0","0","0","0","0","0","0","0","0","685","0"
"289","145","user:socrates","socrates","1","bot:/botfiles/gran.jkb","1","2","1","2","709","693","78","80","68","9","0","1","1","0","seeing","low_force","253","15","47","97","297","0","0","0","0","0","0","0","0","0","709","0"
"290","145","bot:/botfiles/gran.jkb","Gran","0","user:socrates","0","1","2","2","646","572","100","0","9","37","1","7","1","8","unknown","low_force","69","0","92","485","0","68","40","0","0","0","34","0","504","0","0","0"
"291","146","iphash:fa31973a","^0-=^3'/^7o^3!^0d^0=-^6","2","iphash:7d6be969","1","2","2","3","2414","2330","16","57","0","75","0","9","6","0","seeing","low_force","840","42","439","860","233","0","0","0","0","0","0","0","0","0","2414","0"
"292","146","iphash:7d6be969","^0ff^7'^0Gòónat¡Ç","2","iphash:fa31973a","0","2","2","3","2640","2609","100","-19","0","81","0","11","5","0","seeing","low_force","639","87","599","887","428","0","0","0","0","0","0","0","0","0","2640","0"
"293","147","iphash:c984b5ee","^8Qui^0-^2Gon","2","bot:/botfiles/chiss.jkb","1","1","2","2","90","0","10","96","70","15","0","0","0","45","absorb","low_force","21","0","41","16","12","1","0","0","0","0","12","76","1","0","0","0"
"294","147","bot:/botfiles/chiss.jkb","Chiss","0","iphash:c984b5ee","0","2","1","2","191","180","100","-10","0","0","0","0","0","0","pull","low_force","39","0","33","119","0","19","172","0","0","0","0","0","0","0","0","0"
"295","148","iphash:7d6be969","^0ff^7'^0Gòónat¡Ç","2","iphash:fa31973a","1","2","2","3","649","629","80","52","10","32","0","3","0","0","seeing","low_force","64","28","214","161","182","0","0","0","0","0","0","0","0","0","649","0"
"296","148","iphash:fa31973a","^0-=^3'/^7o^3!^0d^0=-^6","2","iphash:7d6be969","0","2","2","3","531","451","100","0","0","18","1","5","1","0","seeing","low_force","50","0","159","177","145","0","0","0","0","0","0","0","0","0","531","0"
"297","149","iphash:7d6be969","^0ff^7'^0Gòónat¡Ç","2","iphash:fa31973a","1","2","2","3","998","908","10","72","0","21","0","4","0","0","seeing","low_force","313","60","263","135","227","0","0","0","0","0","0","0","0","0","998","0"
"298","149","iphash:fa31973a","^0-=^3'/^7o^3!^0d^0=-^6","2","iphash:7d6be969","0","2","2","3","822","774","100","-26","0","19","1","7","4","0","unknown","low_force","89","0","410","199","124","0","0","0","0","0","0","0","0","0","822","0"
"299","150","bot:/botfiles/gran.jkb","Gran","0","iphash:c984b5ee","1","1","1","1","781","776","95","99","0","81","0","0","0","4","heal","low_force","77","0","238","289","177","0","79","0","0","0","0","55","577","70","0","0"
"300","150","iphash:c984b5ee","^8Qui^0-^2Gon","2","bot:/botfiles/gran.jkb","0","1","1","1","484","484","100","-15","67","21","0","1","4","53","protect","low_force","236","0","50","173","25","0","29","0","0","0","98","12","345","0","0","0"
"301","151","iphash:7d6be969","^0ff^7'^0Gòónat¡Ç","2","iphash:fa31973a","1","2","2","3","818","770","52","76","0","16","0","6","1","0","seeing","low_force","87","5","324","129","273","0","0","0","0","0","0","0","0","0","818","0"
"302","151","iphash:fa31973a","^0-=^3'/^7o^3!^0d^0=-^6","2","iphash:7d6be969","0","2","2","3","728","728","100","-1","0","37","1","2","1","0","seeing","low_force","138","25","277","255","33","0","0","0","0","0","0","0","0","0","728","0"
"303","152","user:void","void","1","user:socrates","1","2","2","3","1513","1419","6","24","0","83","4","1","4","0","seeing","low_force","402","68","25","632","386","0","0","0","0","0","0","0","0","0","1513","0"
"304","152","user:socrates","socrates","1","user:void","0","2","2","3","1615","1615","100","-8","0","97","1","4","3","0","seeing","low_force","233","0","348","775","259","0","0","0","0","0","0","0","0","0","1615","0"
"305","153","user:void","void","1","user:socrates","1","2","2","3","599","530","31","94","32","11","5","3","1","0","seeing","low_force","96","144","99","138","122","0","0","0","0","0","0","0","0","0","599","0"
"306","153","user:socrates","socrates","1","user:void","0","2","2","3","578","574","100","-27","0","14","1","2","2","0","seeing","low_force","13","0","341","156","68","0","0","0","0","0","0","0","0","0","578","0"
"307","154","user:void","void","1","user:socrates","1","2","2","3","299","218","13","53","10","9","0","5","1","0","unknown","low_force","5","0","46","103","145","0","0","0","0","0","0","0","0","0","299","0"
"308","154","user:socrates","socrates","1","user:void","0","2","2","3","304","225","100","-1","0","16","0","4","0","0","seeing","low_force","58","0","46","200","0","0","0","0","0","0","0","0","0","0","304","0"
"309","155","bot:/botfiles/gran.jkb","Gran","0","bot:/botfiles/chiss.jkb","1","1","2","2","848","762","14","100","100","84","1","1","0","13","heal","low_force","115","0","416","298","19","0","81","0","0","0","82","47","427","211","0","0"
"310","155","bot:/botfiles/chiss.jkb","Chiss","0","bot:/botfiles/gran.jkb","0","2","1","2","981","981","100","0","70","3","0","1","1","0","speed","low_force","35","0","334","59","553","60","642","152","65","0","0","0","0","25","20","17"
"311","156","iphash:7d6be969","^0ff^7'^0Gòónat¡Ç","2","iphash:c984b5ee","1","2","1","2","341","322","81","100","100","0","0","0","0","0","seeing","forced_entries","19","20","65","0","237","0","0","0","0","0","0","0","0","0","341","0"
"312","156","iphash:c984b5ee","^8Qui^0-^2Gon","2","iphash:7d6be969","0","1","2","2","232","232","100","-9","0","15","1","7","2","6","absorb","low_force","0","0","52","180","0","0","1","0","0","0","16","0","214","1","0","0"
"313","157","user:socrates","socrates","1","user:void","1","2","2","3","249","169","20","80","70","7","0","2","0","0","seeing","low_force","50","0","99","100","0","0","0","0","0","0","0","0","0","0","249","0"
"314","157","user:void","void","1","user:socrates","0","2","2","3","81","71","100","-2","0","0","0","6","2","0","unknown","saber_throw","15","0","56","0","10","0","0","0","0","0","0","0","0","0","81","0"
"315","158","iphash:7d6be969","^0ff^7'^0Gòónat¡Ç","2","iphash:c984b5ee","1","2","1","2","72","0","22","100","99","0","0","0","0","0","seeing","low_force","0","0","65","0","7","0","0","0","0","0","0","0","0","0","72","0"
"316","158","iphash:c984b5ee","^8Qui^0-^2Gon","2","iphash:7d6be969","0","1","2","2","0","0","100","-8","100","0","1","0","0","0","","linear_entries","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"317","159","user:socrates","socrates","1","user:void","1","2","2","3","237","153","16","60","40","16","0","3","0","0","seeing","low_force","0","0","94","143","0","0","0","0","0","0","0","0","0","0","237","0"
"318","159","user:void","void","1","user:socrates","0","2","2","3","171","167","100","-16","0","4","0","8","2","0","unknown","low_force","0","0","16","61","94","0","0","0","0","0","0","0","0","0","171","0"
"319","160","iphash:7d6be969","^0ff^7'^0Gòónat¡Ç","2","iphash:c984b5ee","1","2","1","2","169","149","80","100","8","0","0","0","0","0","seeing","forced_entries","40","0","104","0","25","0","0","0","0","0","0","0","0","0","169","0"
"320","160","iphash:c984b5ee","^8Qui^0-^2Gon","2","iphash:7d6be969","0","1","2","2","39","36","100","-5","0","0","0","5","1","10","absorb","saber_throw","29","0","9","1","0","0","0","0","0","0","39","0","0","0","0","0"
"321","161","user:socrates","socrates","1","user:void","1","2","2","3","207","107","0","60","40","10","0","1","0","0","seeing","low_force","0","0","86","121","0","0","0","0","0","0","0","0","0","0","207","0"
"322","161","user:void","void","1","user:socrates","0","2","2","3","183","97","100","-4","0","4","0","7","0","0","unknown","low_force","0","0","40","59","84","0","0","0","0","0","0","0","0","0","183","0"
"323","162","iphash:7d6be969","^0ff^7'^0Gòónat¡Ç","2","iphash:c984b5ee","1","2","1","2","65","65","100","19","0","0","0","0","0","0","seeing","forced_entries","0","0","65","0","0","0","0","0","0","0","0","0","0","0","65","0"
"324","162","iphash:c984b5ee","^8Qui^0-^2Gon","2","iphash:7d6be969","0","1","2","2","23","23","100","-2","0","0","0","2","1","9","absorb","saber_throw","4","0","18","0","1","0","0","0","0","0","23","0","0","0","0","0"
"325","163","user:socrates","socrates","1","user:void","1","2","2","3","355","258","3","12","67","10","1","0","1","0","seeing","low_force","18","19","104","214","0","0","0","0","0","0","0","0","0","0","355","0"
"326","163","user:void","void","1","user:socrates","0","2","2","3","246","220","100","-1","0","0","0","3","2","0","unknown","saber_throw","16","0","66","0","164","0","0","0","0","0","0","0","0","0","246","0"
"327","164","user:void","void","1","user:socrates","1","2","2","3","515","423","2","100","10","17","0","6","2","0","unknown","low_force","31","0","52","172","260","0","0","0","0","0","0","0","0","0","515","0"
"328","164","user:socrates","socrates","1","user:void","0","2","2","3","482","393","100","-8","98","36","1","0","2","0","seeing","low_force","27","0","179","272","4","0","0","0","0","0","0","0","0","0","482","0"
"329","165","user:socrates","socrates","1","user:void","1","2","2","3","533","433","0","38","40","39","1","2","3","0","seeing","low_force","0","0","115","358","60","0","0","0","0","0","0","0","0","0","533","0"
"330","165","user:void","void","1","user:socrates","0","2","2","3","416","402","100","-1","0","13","0","5","3","0","unknown","low_force","0","0","35","158","223","0","0","0","0","0","0","0","0","0","416","0"
"331","166","user:void","void","1","user:socrates","1","2","2","3","322","239","11","100","99","11","0","1","0","0","unknown","low_force","92","6","0","95","129","0","0","0","0","0","0","0","0","0","322","0"
"332","166","user:socrates","socrates","1","user:void","0","2","2","3","267","181","100","0","40","13","0","2","3","0","seeing","low_force","0","0","114","138","15","0","0","0","0","0","0","0","0","0","267","0"
"333","167","user:void","void","1","user:socrates","1","2","2","3","284","202","18","98","0","6","0","6","1","0","unknown","low_force","61","0","20","74","129","0","0","0","0","0","0","0","0","0","284","0"
"334","167","user:socrates","socrates","1","user:void","0","2","2","3","350","350","100","0","9","16","0","3","0","0","seeing","low_force","0","0","190","160","0","0","0","0","0","0","0","0","0","0","350","0"
"335","168","user:void","void","1","user:socrates","1","2","2","3","269","242","67","63","0","4","0","7","1","0","unknown","low_force","0","0","20","35","214","0","0","0","0","0","0","0","0","0","269","0"
"336","168","user:socrates","socrates","1","user:void","0","2","2","3","292","203","100","0","69","19","0","2","0","0","seeing","low_force","0","0","106","186","0","0","0","0","0","0","0","0","0","0","292","0"
"337","169","user:socrates","socrates","1","user:void","1","2","2","3","339","248","3","40","40","23","0","2","0","0","seeing","low_force","20","0","106","213","0","0","0","0","0","0","0","0","0","0","339","0"
"338","169","user:void","void","1","user:socrates","0","2","2","3","362","343","100","0","0","1","0","10","2","0","unknown","low_force","0","0","60","38","264","0","0","0","0","0","0","0","0","0","362","0"
"339","170","bot:/botfiles/gran.jkb","Gran","0","bot:/botfiles/chiss.jkb","1","1","2","2","570","477","7","100","69","108","0","1","0","9","heal","low_force","5","0","164","341","60","0","40","0","0","0","63","11","291","165","0","0"
"340","170","bot:/botfiles/chiss.jkb","Chiss","0","bot:/botfiles/gran.jkb","0","2","1","2","782","782","100","-19","70","2","0","1","2","0","speed","low_force","8","0","63","612","99","176","398","40","112","50","0","0","0","6","0","0"
"341","171","user:void","void","1","user:socrates","1","2","2","3","387","293","0","100","10","6","0","5","0","0","unknown","low_force","0","20","40","59","268","0","0","0","0","0","0","0","0","0","387","0"
"342","171","user:socrates","socrates","1","user:void","0","2","2","3","358","258","100","0","9","26","0","4","2","0","seeing","low_force","0","0","122","236","0","0","0","0","0","0","0","0","0","0","358","0"
"343","172","user:void","void","1","user:socrates","1","2","2","3","665","577","12","24","0","14","1","8","2","0","seeing","low_force","130","0","0","161","374","0","0","0","0","0","0","0","0","0","665","0"
"344","172","user:socrates","socrates","1","user:void","0","2","2","3","532","502","100","-29","0","51","0","5","2","0","seeing","low_force","76","0","105","316","35","0","0","0","0","0","0","0","0","0","532","0"
"345","173","user:void","void","1","user:socrates","1","2","2","3","1020","950","24","36","5","43","5","4","2","0","seeing","low_force","231","102","70","369","248","0","0","0","0","0","0","0","0","0","1020","0"
"346","173","user:socrates","socrates","1","user:void","0","2","2","3","1026","959","100","-7","0","64","2","6","0","0","seeing","low_force","51","0","266","588","121","0","0","0","0","0","0","0","0","0","1026","0"
"347","174","user:void","void","1","user:socrates","1","2","2","3","1941","1863","16","64","6","117","2","3","6","0","seeing","low_force","351","54","157","1009","370","0","0","0","0","0","0","0","0","0","1941","0"
"348","174","user:socrates","socrates","1","user:void","0","2","2","3","1910","1859","100","-10","0","113","0","7","7","0","seeing","low_force","145","0","244","806","715","0","0","0","0","0","0","0","0","0","1910","0"
"349","175","user:socrates","socrates","1","user:void","1","2","2","3","946","855","3","99","0","44","0","6","1","0","seeing","low_force","61","0","200","352","333","0","0","0","0","0","0","0","0","0","946","0"
"350","175","user:void","void","1","user:socrates","0","2","2","3","745","658","100","-8","8","60","0","4","1","0","unknown","low_force","117","0","102","446","80","0","0","0","0","0","0","0","0","0","745","0"
"351","176","user:void","void","1","user:socrates","1","2","2","3","464","371","7","28","9","13","1","3","1","0","seeing","low_force","101","0","104","113","146","0","0","0","0","0","0","0","0","0","464","0"
"352","176","user:socrates","socrates","1","user:void","0","2","2","3","507","495","100","-1","0","17","0","8","3","0","seeing","low_force","95","0","174","155","83","0","0","0","0","0","0","0","0","0","507","0"
"353","177","user:void","void","1","iphash:7d6be969","1","2","2","3","1434","1334","0","60","0","94","0","3","1","0","seeing","low_force","284","0","362","739","49","0","0","0","0","0","0","0","0","0","1434","0"
"354","177","iphash:7d6be969","^4~^0Gò^4ó^0N^4~","2","user:void","0","2","2","3","1463","1463","100","-3","0","26","0","13","4","0","seeing","low_force","234","0","369","289","571","0","0","0","0","0","0","0","0","0","1463","0"
"355","178","user:socrates","socrates","1","user:void","1","2","2","3","245","145","0","44","10","23","0","2","0","0","seeing","low_force","0","0","84","161","0","0","0","0","0","0","0","0","0","0","245","0"
"356","178","user:void","void","1","user:socrates","0","2","2","3","257","179","100","-14","0","13","0","8","0","0","unknown","low_force","0","0","5","152","100","0","0","0","0","0","0","0","0","0","257","0"
"357","179","user:void","void","1","user:socrates","1","2","2","3","700","612","12","74","0","39","0","4","1","0","unknown","low_force","50","0","84","276","290","0","0","0","0","0","0","0","0","0","700","0"
"358","179","user:socrates","socrates","1","user:void","0","2","2","3","650","579","100","-2","0","38","0","5","3","0","seeing","low_force","5","0","165","355","125","0","0","0","0","0","0","0","0","0","650","0"
"359","180","iphash:7d6be969","^0ff^7'^0Gòónat¡Ç","2","user:void","1","2","2","3","1083","1072","83","79","0","18","1","8","1","0","seeing","low_force","412","64","269","155","183","0","0","0","0","0","0","0","0","0","1083","0"
"360","180","user:void","void","1","iphash:7d6be969","0","2","2","3","1029","1029","100","-13","0","31","2","5","1","0","seeing","low_force","254","20","497","216","42","0","0","0","0","0","0","0","0","0","1029","0"
"361","181","user:void","void","1","user:socrates","1","2","2","3","2586","2501","11","24","0","148","3","8","8","0","seeing","low_force","453","28","133","1110","862","0","0","0","0","0","0","0","0","0","2586","0"
"362","181","user:socrates","socrates","1","user:void","0","2","2","3","2601","2575","100","-2","0","163","0","16","6","0","seeing","low_force","157","23","431","1387","603","0","0","0","0","0","0","0","0","0","2601","0"
"363","182","user:socrates","socrates","1","user:void","1","2","2","3","196","98","0","100","39","3","0","2","0","0","unknown","low_force","6","0","80","46","64","0","0","0","0","0","0","0","0","0","196","0"
"364","182","user:void","void","1","user:socrates","0","2","2","3","133","93","100","-6","0","3","0","7","0","0","seeing","low_force","80","0","40","13","0","0","0","0","0","0","0","0","0","0","133","0"
"365","183","user:void","void","1","user:socrates","1","2","2","3","404","334","24","20","0","10","0","9","2","0","seeing","low_force","10","0","26","240","128","0","0","0","0","0","0","0","0","0","404","0"
"366","183","user:socrates","socrates","1","user:void","0","2","2","3","460","369","100","-8","37","28","1","1","1","0","seeing","low_force","26","0","177","242","15","0","0","0","0","0","0","0","0","0","460","0"
"367","184","user:void","void","1","user:socrates","1","2","2","3","355","313","52","79","0","3","0","3","2","0","unknown","low_force","25","0","131","17","182","0","0","0","0","0","0","0","0","0","355","0"
"368","184","user:socrates","socrates","1","user:void","0","2","2","3","419","380","100","-19","68","20","3","0","2","0","seeing","low_force","33","0","190","196","0","0","0","0","0","0","0","0","0","0","419","0"
"369","185","iphash:7d6be969","^0ff^7'^0Gòónat¡Ç","2","user:void","1","2","2","3","760","669","3","88","33","2","2","2","0","0","seeing","low_force","186","71","307","25","171","0","0","0","0","0","0","0","0","0","760","0"
